Sets whether the WebView should prevent HTML5 audio or video from autoplaying.|||设置 WebView 是否阻止 HTML5 音频或视频自动播放。
The scale factor by which the web view scales content relative to its bounds.|||网页视图相对于其边界缩放内容的比例因子。
Defines the delay in milliseconds that a scrollbar waits before fade out.|||定义滚动条淡出前等待的延迟（毫秒）。
Configures how safe area insets are added to the adjusted content inset.|||配置如何将安全区内边距加入调整后的内容内边距。
Determines the rate of deceleration after the user lifts their finger.|||决定用户抬起手指后的减速速率。
Sets the default text encoding name to use when decoding html pages.|||设置解码 HTML 页面时使用的默认文本编码名称。
Sets whether the WebView should not load resources from the network.|||设置 WebView 是否不从网络加载资源。
Define whether scrollbars will fade when the view is not scrolling.|||定义视图未滚动时滚动条是否淡出。
Sets whether the WebView should use its built-in zoom mechanisms.|||设置 WebView 是否使用内置缩放机制。
Disables the action mode menu items according to menuItems flag.|||根据 menuItems 标志禁用操作模式菜单项。
Sets whether the Webview should enable Hardware Acceleration.|||设置 WebView 是否启用硬件加速。
Sets whether the horizontal scrollbar should be drawn or not.|||设置是否绘制水平滚动条。
Sets whether the WebView whether supports multiple windows.|||设置 WebView 是否支持多窗口。
Sets whether the Webview should enable third party cookies.|||设置 WebView 是否启用第三方 Cookie。
Sets whether the vertical scrollbar should be drawn or not.|||设置是否绘制垂直滚动条。
Determines whether paging is enabled for the scroll view.|||决定滚动视图是否启用分页。
Sets the initial scale for this WebView. 0 means default.|||设置此 WebView 的初始缩放。0 表示默认。
Sets whether horizontal scroll should be enabled or not.|||设置是否启用水平滚动。
Sets whether the Database storage API should be enabled.|||设置是否启用数据库存储 API。
Sets whether vertical scroll should be enabled or not.|||设置是否启用垂直滚动。
Enable to allow HTML5 videos play picture-in-picture.|||启用后允许 HTML5 视频以画中画播放。
Indicates whether text interaction is enabled or not.|||指示是否启用文本交互。
Sets whether the WebView should use browser caching.|||设置 WebView 是否使用浏览器缓存。
Define the scrollbar fade duration in milliseconds.|||定义滚动条淡出持续时间（毫秒）。
Indicates whether fullscreen API is enabled or not.|||指示是否启用全屏 API。
Sets whether context menu should be enabled or not.|||设置是否启用上下文菜单。
Sets whether the DOM storage API should be enabled.|||设置是否启用 DOM 存储 API。
Sets whether the WebView should enable JavaScript.|||设置 WebView 是否启用 JavaScript。
Sets whether the scroll-to-top gesture is enabled.|||设置是否启用滚动到顶部手势。
Tells the WebView whether it needs to set a node.|||告知 WebView 是否需要设置节点。
The media type for the contents of the web view.|||网页视图内容的媒体类型。
Automatically Adjusts Scroll Indicator Insets|||自动调整滚动指示器内边距
Set the position of the vertical scroll bar.|||设置垂直滚动条位置。
Sets the horizontal scrollbar thumb color.|||设置水平滚动条滑块颜色。
Sets the horizontal scrollbar track color.|||设置水平滚动条轨道颜色。
Sets the text zoom of the page in percent.|||以百分比设置页面文字缩放。
Set the force dark mode for this WebView.|||为此 WebView 设置强制深色模式。
Allows Picture In Picture Media Playback|||允许画中画媒体播放
Sets the vertical scrollbar thumb color.|||设置垂直滚动条滑块颜色。
Sets the vertical scrollbar track color.|||设置垂直滚动条轨道颜色。
Sets whether Geolocation API is enabled.|||设置是否启用地理位置 API。
Allows Back Forward Navigation Gestures|||允许前进后退导航手势
Allow Universal Access From File URLs|||允许从 file URL 进行通用访问
Informs WebView of the network state.|||告知 WebView 网络状态。
Sets the sans-serif font family name.|||设置无衬线字体族名称。
Media Playback Requires User Gesture|||媒体播放需要用户手势
Scroll Bar Default Delay Before Fade|||滚动条淡出前的默认延迟
Sets the WebView's over-scroll mode.|||设置 WebView 的过滚动模式。
Specify the style of the scrollbars.|||指定滚动条样式。
Accessibility Ignores Invert Colors|||无障碍忽略颜色反转
Sets the minimum logical font size.|||设置最小逻辑字号。
Sets the standard font family name.|||设置标准字体族名称。
Allows Air Play For Media Playback|||允许通过 AirPlay 播放媒体
Sets the cursive font family name.|||设置草书字体族名称。
Sets the fantasy font family name.|||设置装饰性字体族名称。
document.querySelector('body') ...|||document.querySelector('body') ...
Content Inset Adjustment Behavior|||内容内边距调整行为
Sets the default fixed font size.|||设置默认等宽字体大小。
Site Specific Quirks Mode Enabled|||站点专用怪异模式已启用
Allow File Access From File URLs|||允许从 file URL 访问文件
Current WebView Android Settings|||当前 WebView（Android）设置
Horizontal Scrollbar Thumb Color|||水平滚动条滑块颜色
Horizontal Scrollbar Track Color|||水平滚动条轨道颜色
Search for or type a web address|||搜索或输入网址
Sets the fixed font family name.|||设置等宽字体族名称。
Sets the serif font family name.|||设置衬线字体族名称。
Suppresses Incremental Rendering|||抑制增量渲染
Disabled Action Mode Menu Items|||已禁用的操作模式菜单项
Http Auth Credentials Database|||HTTP 认证凭据数据库
Vertical Scrollbar Thumb Color|||垂直滚动条滑块颜色
Vertical Scrollbar Track Color|||垂直滚动条轨道颜色
Ignores Viewport Scale Limits|||忽略视口缩放限制
Allows Inline Media Playback|||允许内联媒体播放
Current WebView iOS Settings|||当前 WebView（iOS）设置
Flutter Browser Package Info|||Flutter 浏览器包信息
Flutter InAppWebView Project|||Flutter InAppWebView 项目
Horizontal ScrollBar Enabled|||启用水平滚动条
Upgrade Known Hosts To HTTPS|||将已知主机升级到 HTTPS
Is Directional Lock Enabled|||是否启用方向锁定
Open in a new incognito tab|||在无痕新标签页中打开
Search this image on Google|||用 Google 搜索此图片
Sets the default font size.|||设置默认字体大小。
Sets the minimum font size.|||设置最小字体大小。
Third Party Cookies Enabled|||已启用第三方 Cookie
Under Page Background Color|||页面底层背景色
Vertical Scrollbar Position|||垂直滚动条位置
Default Text Encoding Name|||默认文本编码名称
Element Fullscreen Enabled|||已启用元素全屏
Loads Images Automatically|||自动加载图片
Vertical ScrollBar Enabled|||启用垂直滚动条
<Not Part Of Certificate>|||（不在证书中）
Disable Horizontal Scroll|||禁用水平滚动
Minimum Logical Font Size|||最小逻辑字号
Always Bounce Horizontal|||水平方向始终回弹
Current WebView Settings|||当前 WebView 设置
Find Interaction Enabled|||已启用查找交互
Scroll Bar Fade Duration|||滚动条淡出时长
Scrollbar Fading Enabled|||已启用滚动条淡出
Support Multiple Windows|||支持多窗口
Text Interaction Enabled|||已启用文本交互
Default Fixed Font Size|||默认等宽字体大小
Disable Vertical Scroll|||禁用垂直滚动
Load With Overview Mode|||以概览模式加载
Organizational Unit (U)|||组织单位（OU）
Action Mode Menu Items|||操作模式菜单项
Always Bounce Vertical|||垂直方向始终回弹
Built In Zoom Controls|||内置缩放控件
Sans-Serif Font Family|||无衬线字体族
Shared Cookies Enabled|||已启用共享 Cookie
Apple Pay API Enabled|||已启用 Apple Pay API
Display Zoom Controls|||显示缩放控件
Enable Viewport Scale|||启用视口缩放
Hardware Acceleration|||硬件加速
Selection Granularity|||选择粒度
 - $diffTimeSubtitle||| - $diffTimeSubtitle
Allow Content Access|||允许访问内容
Custom URL Home Page|||自定义主页 URL
Database storage API|||数据库存储 API
Disable Context Menu|||禁用上下文菜单
Disallow Over Scroll|||禁止过度滚动
Offscreen Pre Raster|||离屏预光栅化
Standard Font Family|||标准字体族
WebView Package Info|||WebView 包信息
WebView Tab Settings|||WebView 标签页设置
Block Network Image|||阻止网络图片
Block Network Loads|||阻止网络加载
Clear Session Cache|||清除会话缓存
Cursive Font Family|||草书字体族
Data Detector Types|||数据检测器类型
Fantasy Font Family|||装饰性字体族
Fingerprint SHA-256|||指纹 SHA-256
Geolocation Enabled|||已启用地理位置
Signature Algorithm|||签名算法
Web Storage Android|||Web 存储（Android）
Certificate Viewer|||证书查看器
Default User Agent|||默认 User Agent
Image in a new tab|||在新标签页中打开图片
JavaScript Enabled|||已启用 JavaScript
Maximum Zoom Scale|||最大缩放比例
Minimum Zoom Scale|||最小缩放比例
Mixed Content Mode|||混合内容模式
Need Initial Focus|||需要初始焦点
Use Wide View Port|||使用宽视口
Allow File Access|||允许文件访问
Copy address link|||复制链接地址
Custom User Agent|||自定义 User Agent
Debugging Enabled|||已启用调试
Deceleration Rate|||减速率
Default Font Size|||默认字体大小
Fingerprint SHA-1|||指纹 SHA-1
Fixed Font Family|||等宽字体族
Is Paging Enabled|||是否启用分页
Minimum Font Size|||最小字体大小
Network Available|||网络可用
Open in a new tab|||在新标签页中打开
Serif Font Family|||衬线字体族
Common Name (CN)|||通用名称（CN）
Find on page ...|||在页面中查找…
General Settings|||常规设置
Layout Algorithm|||布局算法
Organization (O)|||组织（O）
Over Scroll Mode|||过度滚动模式
Protection Space|||保护空间
Scroll Bar Style|||滚动条样式
Search open tabs|||搜索已打开标签页
DOM storage API|||DOM 存储 API
Enable AirPlay.|||启用 AirPlay。
Expires on date|||到期日期
Session Storage|||会话存储
Unable to save!|||无法保存！
VALIDITY PERIOD|||有效期
Web Storage iOS|||Web 存储（iOS）
App Cache Path|||应用缓存路径
Download image|||下载图片
Issued on date|||签发日期
Save Form Data|||保存表单数据
Scrolls To Top|||滚动到顶部
State/Province|||州/省
Cache Enabled|||已启用缓存
Clear cookies|||清除 Cookie
Cookie Domain|||Cookie 域名
Initial Scale|||初始缩放
Local Storage|||本地存储
Search Engine|||搜索引擎
Serial Number|||序列号
Cookie Value|||Cookie 值
Deceleration|||减速
Display Name|||显示名称
Link Preview|||链接预览
Support Zoom|||支持缩放
Clear items|||清除条目
Cookie Name|||Cookie 名称
Cookie Path|||Cookie 路径
Expires in:|||过期时间：
FINGERPRINT|||指纹
Granularity|||粒度
Share image|||分享图片
Add Cookie|||添加 Cookie
Cache Mode|||缓存模式
Data Types|||数据类型
Developers|||开发者
EXTENSIONS|||扩展
Force Dark|||强制深色
Is Secure?|||是否安全？
Media Type|||媒体类型
PUBLIC KEY|||公钥
Parameters|||参数
Share link|||分享链接
Algorithm|||算法
Clear all|||全部清除
Home page|||主页
ISSUED BY|||颁发者
ISSUED TO|||颁发给
Page Zoom|||页面缩放
Text Zoom|||文字缩放
Add Item|||添加条目
Password|||密码
Settings|||设置
Username|||用户名
Cookies|||Cookie
Country|||国家/地区
Go Back|||返回
Version|||版本
CANCEL|||取消
Cancel|||取消
Delete|||删除
Domain|||域名
Login|||登录
Quota|||配额
Share|||分享
Usage|||用量
Value|||值
Name|||名称
Time|||时间
Type|||类型
Key|||键
OK|||确定
Ok|||确定
Your connection to this website is not protected|||您与此网站的连接未受保护
You should not enter sensitive data on this site (e.g. passwords or credit cards) because they could be intercepted by malicious users.|||请勿在此网站输入敏感信息（例如密码或银行卡号），否则可能被恶意用户窃取。
Your connection is protected|||您的连接受到保护
Your sensitive data (e.g. passwords or credit card numbers) remains private when it is sent to this site.|||您的敏感信息（例如密码或银行卡号）在发送到该网站时仍保持私密。
Details|||详情
${webViewModel.url} saved offline!|||${webViewModel.url} 已保存为离线页面！
JavaScript Console|||JavaScript 控制台
Network Info|||网络信息
Storage Manager|||存储管理
Sets whether the WebView should not load image resources from the network (resources accessed via http and https URI schemes).|||设置 WebView 是否阻止从网络加载图片资源（包括通过 http 与 https 访问的资源）。
Set a custom user agent ...|||设置自定义 User Agent …
Select a date ...|||选择日期…
Local Item Key|||本地项键
Local Item Value|||本地项值
Session Item Key|||会话项键
Session Item Value|||会话项值
Package Name: ${packageInfo.packageName}\nVersion: ${packageInfo.version}\nBuild Number: ${packageInfo.buildNumber}|||包名：${packageInfo.packageName}\n版本：${packageInfo.version}\n构建号：${packageInfo.buildNumber}
Protocol: ${protectionSpace?.protocol ?? ""}, Host: ${protectionSpace?.host ?? ""}, Port: ${protectionSpace?.port != null && protectionSpace!.port! > 0 ? protectionSpace.port.toString() : ""}, Realm: ${protectionSpace?.realm ?? ""}|||协议：${protectionSpace?.protocol ?? ""}，主机：${protectionSpace?.host ?? ""}，端口：${protectionSpace?.port != null && protectionSpace!.port! > 0 ? protectionSpace.port.toString() : ""}，领域：${protectionSpace?.realm ?? ""}
Do you like this project? Give a |||喜欢这个项目吗？请给个
and to|||以及
Also, if you want, you can support these projects with a donation. Thanks!|||若你愿意，也可以通过捐赠支持这些项目。谢谢！
Github: |||GitHub：
Certificate info|||证书信息
Critical |||关键扩展
Usage |||用途
Certificate Authority |||证书颁发机构
Path Length Constraints |||路径长度限制
Key ID |||密钥标识
DNS Name |||DNS 名称
URI |||地址
Purpose #${i + 1} |||用途 #${i + 1}
ID policy num. ${i + 1} |||策略编号 ${i + 1}
Method #${i + 1} |||方式 #${i + 1}
New Tab|||新建标签页
Close All|||全部关闭
Reload|||重新加载
Duplicate|||复制标签页
Close|||关闭
Link|||链接
YES|||是
NO|||否
ON|||开
OFF|||关
Cross-Platform|||通用
